Item_Weight,Item_Fat_ContentLF,Item_Fat_Contentlow fat,Item_Fat_ContentLow Fat,Item_Fat_Contentreg,Item_Fat_ContentRegular,Item_Visibility,Item_TypeBaking Goods,Item_TypeBreads,Item_TypeBreakfast,Item_TypeCanned,Item_TypeDairy,Item_TypeFrozen Foods,Item_TypeFruits and Vegetables,Item_TypeHard Drinks,Item_TypeHealth and Hygiene,Item_TypeHousehold,Item_TypeMeat,Item_TypeOthers,Item_TypeSeafood,Item_TypeSnack Foods,Item_TypeSoft Drinks,Item_TypeStarchy Foods,Item_MRP,Outlet_Establishment_Year1985,Outlet_Establishment_Year1987,Outlet_Establishment_Year1997,Outlet_Establishment_Year1998,Outlet_Establishment_Year1999,Outlet_Establishment_Year2002,Outlet_Establishment_Year2004,Outlet_Establishment_Year2007,Outlet_Establishment_Year2009,Outlet_SizeOther,Outlet_SizeHigh,Outlet_SizeMedium,Outlet_SizeSmall,Outlet_Location_TypeTier 1,Outlet_Location_TypeTier 2,Outlet_Location_TypeTier 3,Outlet_TypeGrocery Store,Outlet_TypeSupermarket Type1,Outlet_TypeSupermarket Type2,Outlet_TypeSupermarket Type3
9.3,0,0,1,0,0,0.089186275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,145.3786,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9,0,0,1,0,0,0.019502965,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,169.4474,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
21.25,1,0,0,0,0,0.024650932,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,146.0102,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.35,0,0,1,0,0,0.026722744,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59.2246,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.037516862,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,124.3704,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
16.85,0,0,0,0,1,0.023154399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43.9428,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
14.7,0,0,1,0,0,0.072284689,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49.8034,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8.63,0,0,0,0,1,0.028391879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,173.9422,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7.935,0,0,1,0,0,0.031866022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,261.291,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,0,0,1,0.024088444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112.7176,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
19.85,0,0,1,0,0,0.064409056,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126.7704,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5.765,0,0,1,0,0,0.082012293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5164,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17.75,0,0,0,0,1,0.157075658,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,240.5538,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.107110465,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5588,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
8.235,0,0,1,0,0,0.014459672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,181.895,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.076483451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43.4086,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6.13,0,0,1,0,0,0.10234983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55.0298,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
9.1,0,0,1,0,0,0.174827835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2362,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
18.7,0,0,1,0,0,0.104591027,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,121.4072,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
15.5,0,0,0,0,1,0.075868843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.7568,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
10.695,0,0,0,0,1,0.086764795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,156.7972,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
6.695,0,0,1,0,0,0.03408026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,220.8456,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
16,0,0,1,0,0,0.072655379,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,229.8668,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5.59,0,0,0,0,1,0.056555715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62.6168,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11.35,0,0,0,1,0,0.043402224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,197.0742,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.3,0,0,0,0,1,0.064882207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93.8804,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,0,0,0,1,0.044764726,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,102.4016,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17.75,0,0,1,0,0,0.034752647,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,248.775,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
17.75,0,0,1,0,0,0.030631323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,178.566,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,1,0,0,0,0,0.054020537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,245.0144,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.110735739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.2874,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.35,0,0,0,0,1,0.038657256,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,110.257,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
16.7,0,0,0,0,1,0.052493162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,113.9176,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
19.35,0,0,0,0,1,0.065890998,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,167.0816,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
15.7,0,0,0,0,1,0.114565093,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,112.0202,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
12.6,0,0,1,0,0,0.117065801,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,196.1136,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18.7,0,0,1,0,0,0.026450779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.902,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7.06,0,0,0,1,0,0.043863865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.5904,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11.35,0,0,1,0,0,0.054020537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,52.4008,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.036551446,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,62.7194,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
6.96,0,0,1,0,0,0.077630199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,90.9146,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.304737387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.7298,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
12.6,0,0,0,0,1,0.041180766,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37.919,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
13.15,0,0,1,0,0,0.043831721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184.195,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.007503372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,146.7102,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
14.5,0,0,0,0,1,0.214681063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.7332,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
7.5,1,0,0,0,0,0.060649825,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,177.4028,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
15.2,0,0,1,0,0,0.097258937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,114.8492,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
11.6,0,0,0,0,1,0.009763021,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,226.2404,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
9,0,0,1,0,0,0.032152981,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,102.0016,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
19.35,0,0,0,0,1,0.021439694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,119.7098,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
15.2,0,0,1,0,0,0.153592956,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,228.0352,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
20.2,0,0,0,0,1,0.121231308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,97.5752,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.119371835,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.2744,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.064607378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,87.4198,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5.365,0,0,0,0,1,0.14024028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,171.0764,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
21.2,0,0,0,0,1,0.054020537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,173.6738,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
11.15,0,0,0,0,1,0.008296692,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,150.6708,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
19.35,0,0,0,0,1,0.077193256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,112.7518,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
13.5,0,0,1,0,0,0.055075504,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,33.3874,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
9.6,0,0,0,0,1,0.014209811,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188.1872,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.5,0,0,0,0,1,0.081879864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,91.7488,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
15.85,0,0,1,0,0,0.078540095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36.3506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
10.195,0,0,0,0,1,0.146540889,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,141.7838,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
20.2,0,0,0,0,1,0.097059596,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,178.6028,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7.96,0,0,1,0,0,0.028478742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,161.8894,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
20,0,0,1,0,0,0.034340926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.4086,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6.425,0,0,1,0,0,0.063532672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0626,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.075384242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.7568,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.1,0,0,1,0,0,0.080131363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,170.9106,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
11.6,0,0,0,0,1,0.132111921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82.2276,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.6,0,0,1,0,0,0.083547515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,179.166,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
9.395,0,0,1,0,0,0.103731617,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,236.9932,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
17.2,0,0,0,0,1,0.025309134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,147.0418,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7.42,0,0,0,0,1,0.0258457,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,188.9872,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
18.25,0,0,1,0,0,0.054223942,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,142.0154,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.075791641,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,193.3794,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17.6,0,0,0,0,1,0.03928284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,94.641,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.6,0,0,0,0,1,0.145591438,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,148.705,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
6.825,0,0,0,0,1,0.046824729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,155.1998,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
7.405,0,0,1,0,0,0.159062948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,208.9296,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
15.7,0,0,1,0,0,0.073966786,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.5724,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
15.6,0,0,1,0,0,0.117574554,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75.667,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
9.6,0,0,1,0,0,0.049617765,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44.2086,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.6,0,0,0,0,1,0.032296886,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,144.0102,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,0,0,1,0.037340835,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,163.1526,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
12.6,0,0,1,0,0,0.075707087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.183,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
10.195,0,0,0,0,1,0.146635206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,139.0838,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
19.1,1,0,0,0,0,0.177545624,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,172.4422,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
8.895,1,0,0,0,0,0.072693696,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175.937,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
8.945,0,0,0,0,1,0.146701312,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,262.291,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
10.3,0,0,1,0,0,0.146999264,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,103.7648,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
16,0,0,0,0,1,0.173109453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,155.2972,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6.385,0,0,0,1,0,0.124410284,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,34.3874,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
13,0,0,1,0,0,0.035079516,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,47.9034,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
20.1,0,0,0,0,1,0.054763518,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,150.9366,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
11.1,0,0,1,0,0,0.111122936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,189.2846,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5.175,0,0,1,0,0,0.030330202,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35.4874,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
11.5,0,0,0,0,1,0.054020537,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88.254,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
16.75,0,0,0,0,1,0.008601441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73.7038,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
12.6,0,1,0,0,0,0.024407061,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.3332,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
17.25,0,0,1,0,0,0.084262458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,261.591,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5.88,0,0,1,0,0,0.08644044,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155.3998,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
12.6,1,0,0,0,0,0.112718928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.2956,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
7.3,0,0,1,0,0,0.086619573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,147.6076,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
7.075,0,0,1,0,0,0.058437653,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,143.0128,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
6.365,0,0,1,0,0,0.054020537,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59.7536,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.034504414,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125.202,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
9.3,1,0,0,0,0,0.044652785,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,247.0802,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
5.92,0,0,0,0,1,0.019184026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.3692,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9.6,0,0,1,0,0,0.029638267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42.6086,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14.15,0,0,1,0,0,0.042180995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52.0982,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
11.8,0,0,1,0,0,0.11507174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,198.2084,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
6.765,0,0,0,0,1,0.087437069,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,106.1306,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,0,0,1,0.014295564,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,242.6512,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
13.15,1,0,0,0,0,0.073251428,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,181.695,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
12.6,0,0,1,0,0,0.021743592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,263.191,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
18.7,0,0,1,0,0,0.10527024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122.9072,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
13.3,0,0,1,0,0,0.063513272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,149.9708,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
9.42,0,0,0,0,1,0.044151435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,61.5194,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
17.6,1,0,0,0,0,0.008001018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,170.4422,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
8.235,0,0,1,0,0,0.0828941,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.3076,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
12.6,0,0,1,0,0,0.091042211,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,162.6894,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
13.15,0,0,0,0,1,0.038011783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89.6856,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
12.65,0,0,1,0,0,0.042296724,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,106.3938,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
20.7,0,0,1,0,0,0.02695441,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,73.2354,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
13,0,0,1,0,0,0.153930108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76.7986,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16.1,0,0,1,0,0,0.034376537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,256.1356,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
16,0,0,1,0,0,0.060971431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,226.2404,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
12.35,0,0,1,0,0,0.054020537,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118.9124,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
14,0,0,1,0,0,0.023831558,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.1332,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
20.5,0,0,1,0,0,0.032762495,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.0822,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
8.3,0,0,1,0,0,0.035347676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38.0506,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
19.2,0,0,1,0,0,0.041291929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130.131,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
9.1,0,0,1,0,0,0.080747059,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,46.9718,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
14.15,0,0,1,0,0,0.035240817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,255.5014,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
7.93,0,0,1,0,0,0.005557062,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,122.1414,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
17.1,0,0,1,0,0,0.067154053,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,114.386,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
